Issue Response Time Days,Impact Score,Cost,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level
0.26201810091858085,0.3828827958608035,0.4841682732290407,0.49806114923321104,0.16325606441627366,0.5354503734952226,0.23729143578541645,0.1833344542870369,0.2112262687586828,0.3808996620440508,0
0.26004328571304086,0.2934988761219135,0.3122976175468795,0.2113976771848844,0.16325606441627366,0.14832568474124136,0.14647234661008707,0.31682429143751945,0.27936590874698997,0.2887775317562056,0
0.25741019877232085,0.18009415958621175,0.5798639215708578,0.2113976771848844,0.16325606441627366,0.25155893507563637,0.16232193069528908,0.522149170913512,0.6194502380580003,0.17783475119449943,1
0.7590132609794825,0.5034696099312304,0.3089615587887945,0.2113976771848844,0.21247629592119882,0.32898387282643266,0.25255759959754354,0.7364874138465548,0.32184575637934,0.5162568465213845,0
0.26201810091858085,0.40714500770079926,0.3425433509847205,0.2113976771848844,0.16325606441627366,0.14832568474124136,0.1516258923555822,0.29476940739702073,0.239218769510636,0.4188905721943829,0
0.606294218417722,0.46291188267631195,0.5931729548647546,0.2113976771848844,0.16325606441627366,0.5354503734952226,0.23061451488244789,0.7684614346563059,0.3381747151513127,0.4406829040904324,0
0.25675192703714084,0.5414321254719203,0.7646537263081954,0.2113976771848844,0.16325606441627366,0.25155893507563637,0.3099272597832441,0.4021681526917582,0.4713846419753005,0.5368838130753991,0
0.26004328571304086,0.3215030211312619,0.34204230920599477,0.24861948460201205,0.16325606441627366,0.4322171231608276,0.20374477008360847,0.8068002854806237,0.29581764164506774,0.3201841277240415,0
0.2778166225629009,0.31914922446021754,0.46109647641155016,0.2113976771848844,0.16325606441627366,0.3031755602428339,0.1589024396503222,0.3834309472166336,0.7389094627582216,0.2800372916909451,0
0.41539541521552137,0.6229097025465331,0.5497498892743219,0.2113976771848844,0.16325606441627366,0.14832568474124136,0.17413619122505625,0.2595585440057082,0.2713855905501612,0.5689313599813542,0
0.2580684705075008,0.2907226031252971,0.7975625767534392,0.37028479541322046,0.16325606441627366,0.32898387282643266,0.18108861614586572,0.7185365245986924,0.6532131227368911,0.2890106048246125,0
0.25872674224268083,0.33834172039334853,0.7022011783570931,0.2113976771848844,0.16325606441627366,0.22575062249203762,0.17008466155092483,0.16639338723386868,0.7382955921276962,0.3145903740822748,0
0.25872674224268083,0.3294093637955391,0.5153976565064102,0.2113976771848844,0.16325606441627366,0.22575062249203762,0.23361264684130512,0.48782902410162243,0.6647538905907666,0.3059666705512178,0
0.26201810091858085,0.26953843308589776,0.3607060044170362,0.2113976771848844,0.16325606441627366,0.22575062249203762,0.14164292323852243,0.29011825501225763,0.6201868828146306,0.2321407761333178,0
0.25938501397786085,0.40853314419910747,0.5853158602163189,0.47667249870247347,0.18786618016873619,0.22575062249203762,0.2689419855997309,0.4238979670192462,0.3715692774518884,0.37798624868896397,0
0.4219781325673214,0.3520420240940426,0.28439985116785454,0.38861792443956694,0.16325606441627366,0.4580254357444264,0.1438307492625534,0.1652956337658474,0.3158298242001921,0.3292739773919124,0
0.25872674224268083,0.28064352507236345,0.34009855138356215,0.25584162633966373,0.16325606441627366,0.5354503734952226,0.14139983145807455,0.6305335311506507,0.22866019466560103,0.23703531056986366,0
0.9196315643634031,0.5320169387877428,0.4922049300574852,0.5116721086618621,0.21247629592119882,0.07090074699044512,0.49409359265056085,0.737596788295534,0.2239947778736088,0.5234238433748981,0
0.35220132863824116,0.48119907219750285,0.6161747923913327,0.2563971757040985,0.16325606441627366,0.4322171231608276,0.20345305994707102,0.37648145038456693,0.28010255350362023,0.47581866915277937,0
0.43646011074128144,0.3905477234818967,0.6231427377662184,0.2980633780367041,0.18786618016873619,0.22575062249203762,0.2218632107863241,0.19507198165156628,0.5547482736006347,0.3489686516722993,0
0.2580684705075008,0.2169703074325735,0.5581733210396684,0.3919512206261754,0.16325606441627366,0.5354503734952226,0.2925218883031756,0.5874603080523902,0.2670884961364841,0.18721594219787896,1
0.3331114483180211,0.5633405406408717,0.45215723368384075,0.4227842103523035,0.16325606441627366,0.22575062249203762,0.20322617428531964,0.3980474925663079,0.27813816748593934,0.5332711805150916,0
0.25938501397786085,0.40575687120249104,0.2791179247039602,0.26695261362835854,0.16325606441627366,0.38060049799363016,0.17275867113585155,0.8010663396221636,0.19538840649113035,0.35782542827176317,0
0.2607015574482208,0.5871199223944994,0.34783849198134276,0.34778504615361344,0.26169652742612387,0.6128753112460188,0.20760182633338156,0.24823263412851135,0.6917641983338794,0.5329215709124812,0
0.33969416566982114,0.4195175286639812,0.3786894288088237,0.2113976771848844,0.16325606441627366,0.3031755602428339,0.16465561178758875,0.8152839587875542,0.7502046823598869,0.381307539913763,0
0.26267637265376087,0.3472137232303619,0.29000769909020635,0.31000768937205103,0.16325606441627366,0.22575062249203762,0.20379338843969805,0.6170390584067716,0.4291503425951606,0.30713203589325255,0
0.25675192703714084,0.39259975134896097,0.5051314081812335,0.2113976771848844,0.16325606441627366,0.22575062249203762,0.14285838214076185,0.1469313192760973,0.44007723981851066,0.33492599930078076,0
0.5082117298759017,0.21739278375814558,0.4750200410005419,0.4911167821777767,0.16325606441627366,0.07090074699044512,0.34721753890394946,0.558102093510285,0.30748118362504817,0.19345064677776486,1
0.26004328571304086,0.45349669599213455,0.7743108846164594,0.39972891172826175,0.16325606441627366,0.22575062249203762,0.14480311638434493,0.5210342065914711,0.6748213689313813,0.425766227712388,0
0.5483663057218818,0.5554341979765944,0.7640346421068664,0.38834014975734954,0.16325606441627366,0.5354503734952226,0.2439845628070815,0.5670355307466167,0.5907210925494167,0.5081575573942431,0
0.2607015574482208,0.5664789362022642,0.7766634045815093,0.25250833015305524,0.16325606441627366,0.5354503734952226,0.19013163037852698,0.1612452308942043,0.5406292490985531,0.5712620906654238,0
0.2607015574482208,0.27997963370360734,0.3766234087970345,0.5194497997639487,0.16325606441627366,0.3031755602428339,0.17356897707067784,0.5013056429354872,0.17304351554000982,0.23202423959911433,0
0.5082117298759017,0.24919921569764256,0.3409186297381476,0.2113976771848844,0.16325606441627366,0.07090074699044512,0.15120453326947253,0.3359109022135309,0.5067435902935571,0.20230742337722873,0
0.26004328571304086,0.35282662298439077,0.3699980418546329,0.2113976771848844,0.16325606441627366,0.25155893507563637,0.661437974310884,0.6718042827169689,0.27678765209878375,0.3649924251252768,0
0.7932433912088427,0.4399774535738284,0.35886874018188153,0.22528641129575294,0.16325606441627366,0.3031755602428339,0.22097187425801518,0.45297602205482557,0.45947555174310983,0.4141708425591422,0
0.26201810091858085,0.34618770929682974,0.5117862024444156,0.6144487410822894,0.16325606441627366,0.4322171231608276,0.3372507759055862,0.18135971708044682,0.47838276716328876,0.3600396224216291,0
0.25675192703714084,0.43370066245104344,0.3684509421070249,0.384173529524089,0.2863066431785864,0.4322171231608276,0.16222469398310993,0.7498222454445188,0.24093760727610683,0.43724507633142995,0
0.25741019877232085,0.08527840137568092,0.6623726877616412,0.2113976771848844,0.16325606441627366,0.4580254357444264,0.16984156977047696,0.4412393422551264,0.5130050707249151,0.0032630229576972314,2
0.8557792060509429,0.41764656207930495,0.46731341435081486,0.5138943061196011,0.16325606441627366,0.3031755602428339,0.19795918570894883,0.6986286320519226,0.6566507982678328,0.37950122363360916,0
0.2580684705075008,0.29174861705882926,0.7823800780675028,0.25361942888192474,0.16325606441627366,0.38060049799363016,0.2137601514380613,0.16772491559668815,0.1758673204404261,0.23755972497377925,0
0.5674561860421019,0.3470930157087699,0.7389213665526528,0.2113976771848844,0.21247629592119882,0.7161085615804138,0.14812537071713267,0.4511371327541912,0.30760395775115323,0.34634657965272114,0
0.26135982918340084,0.16651456340710963,0.3352789114721579,0.33167411458500595,0.16325606441627366,0.32898387282643266,0.314302911831306,0.8336077513473472,0.4431465929711371,0.17637804451695605,1
0.25938501397786085,0.3932032889569211,0.7912099399991029,0.2113976771848844,0.16325606441627366,0.22575062249203762,0.1577680113415654,0.2721090008830711,0.4009122935909972,0.363186108845123,0
0.25872674224268083,0.22982565848212355,0.4954450446451759,0.2586193731618374,0.16325606441627366,0.32898387282643266,0.2961196466538043,0.6130321103807512,0.3847061089451296,0.2316746299965039,0
